ID,Quote,Author,Tags,Tags Count,Timestamp
1,“The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.”,Albert Einstein,"change, deep-thoughts, thinking, world",4,2025-11-08T20:14:21.266785
2,"“It is our choices, Harry, that show what we truly are, far more than our abilities.”",J.K. Rowling,"abilities, choices",2,2025-11-08T20:14:21.267252
3,“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”,Albert Einstein,"inspirational, life, live, miracle, miracles",5,2025-11-08T20:14:21.267387
4,"“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”",Jane Austen,"aliteracy, books, classic, humor",4,2025-11-08T20:14:21.267499
5,"“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”",Marilyn Monroe,"be-yourself, inspirational",2,2025-11-08T20:14:21.267600
6,“Try not to become a man of success. Rather become a man of value.”,Albert Einstein,"adulthood, success, value",3,2025-11-08T20:14:21.267703
7,“It is better to be hated for what you are than to be loved for what you are not.”,André Gide,"life, love",2,2025-11-08T20:14:21.267800
8,"“I have not failed. I've just found 10,000 ways that won't work.”",Thomas A. Edison,"edison, failure, inspirational, paraphrased",4,2025-11-08T20:14:21.267909
9,“A woman is like a tea bag; you never know how strong it is until it's in hot water.”,Eleanor Roosevelt,misattributed-eleanor-roosevelt,1,2025-11-08T20:14:21.267999
10,"“A day without sunshine is like, you know, night.”",Steve Martin,"humor, obvious, simile",3,2025-11-08T20:14:21.268099
11,"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”",J.K. Rowling,"courage, friends",2,2025-11-08T20:14:22.598644
12,"“If you can't explain it to a six year old, you don't understand it yourself.”",Albert Einstein,"simplicity, understand",2,2025-11-08T20:14:22.598763
13,"“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”",Bob Marley,love,1,2025-11-08T20:14:22.598860
14,"“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”",Dr. Seuss,fantasy,1,2025-11-08T20:14:22.599100
15,"“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”",Douglas Adams,"life, navigation",2,2025-11-08T20:14:22.599199
16,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",Elie Wiesel,"activism, apathy, hate, indifference, inspirational, love, opposite, philosophy",8,2025-11-08T20:14:22.599324
17,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",Friedrich Nietzsche,"friendship, lack-of-friendship, lack-of-love, love, marriage, unhappy-marriage",6,2025-11-08T20:14:22.599438
18,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",Mark Twain,"books, contentment, friends, friendship, life",5,2025-11-08T20:14:22.599545
19,“Life is what happens to us while we are making other plans.”,Allen Saunders,"fate, life, misattributed-john-lennon, planning, plans",5,2025-11-08T20:14:22.599650
20,"“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”",Pablo Neruda,"love, poetry",2,2025-11-08T20:14:23.790618
21,“For every minute you are angry you lose sixty seconds of happiness.”,Ralph Waldo Emerson,happiness,1,2025-11-08T20:14:23.790736
22,"“If you judge people, you have no time to love them.”",Mother Teresa,attributed-no-source,1,2025-11-08T20:14:23.790826
23,“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”,Garrison Keillor,"humor, religion",2,2025-11-08T20:14:23.790928
24,“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,humor,1,2025-11-08T20:14:23.791022
25,"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”",Dr. Seuss,"comedy, life, yourself",3,2025-11-08T20:14:23.791118
26,"“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”",Albert Einstein,"children, fairy-tales",2,2025-11-08T20:14:23.791210
27,"“It is impossible to live without failing at something, unless you live so cautiously that you might as well not have lived at all - in which case, you fail by default.”",J.K. Rowling,,0,2025-11-08T20:14:23.791292
28,“Logic will get you from A to Z; imagination will get you everywhere.”,Albert Einstein,imagination,1,2025-11-08T20:14:23.791379
29,"“One good thing about music, when it hits you, you feel no pain.”",Bob Marley,music,1,2025-11-08T20:14:23.791463
30,"“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”",Dr. Seuss,"learning, reading, seuss",3,2025-11-08T20:14:25.077082
31,"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”",J.K. Rowling,dumbledore,1,2025-11-08T20:14:25.077193
32,"“The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.”",Bob Marley,friendship,1,2025-11-08T20:14:25.077280
33,“Not all of us can do great things. But we can do small things with great love.”,Mother Teresa,"misattributed-to-mother-teresa, paraphrased",2,2025-11-08T20:14:25.077373
34,"“To the well-organized mind, death is but the next great adventure.”",J.K. Rowling,"death, inspirational",2,2025-11-08T20:14:25.077469
35,“All you need is love. But a little chocolate now and then doesn't hurt.”,Charles M. Schulz,"chocolate, food, humor",3,2025-11-08T20:14:25.077567
36,“We read to know we're not alone.”,William Nicholson,"misattributed-to-c-s-lewis, reading",2,2025-11-08T20:14:25.077659
37,“Any fool can know. The point is to understand.”,Albert Einstein,"knowledge, learning, understanding, wisdom",4,2025-11-08T20:14:25.077762
38,“I have always imagined that Paradise will be a kind of library.”,Jorge Luis Borges,"books, library",2,2025-11-08T20:14:25.077855
39,“It is never too late to be what you might have been.”,George Eliot,inspirational,1,2025-11-08T20:14:25.077941
40,"“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”",George R.R. Martin,"read, readers, reading, reading-books",4,2025-11-08T20:14:26.288754
41,“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books, inspirational, reading, tea",4,2025-11-08T20:14:26.288881
42,“You believe lies so you eventually learn to trust no one but yourself.”,Marilyn Monroe,,0,2025-11-08T20:14:26.288961
43,"“If you can make a woman laugh, you can make her do anything.”",Marilyn Monroe,"girls, love",2,2025-11-08T20:14:26.289053
44,"“Life is like riding a bicycle. To keep your balance, you must keep moving.”",Albert Einstein,"life, simile",2,2025-11-08T20:14:26.289145
45,“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”,Marilyn Monroe,love,1,2025-11-08T20:14:26.289231
46,"“A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.”",Marilyn Monroe,attributed-no-source,1,2025-11-08T20:14:26.289318
47,“Only in the darkness can you see the stars.”,Martin Luther King Jr.,"hope, inspirational",2,2025-11-08T20:14:26.289406
48,"“It matters not what someone is born, but what they grow to be.”",J.K. Rowling,dumbledore,1,2025-11-08T20:14:26.289491
49,"“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”",James Baldwin,love,1,2025-11-08T20:14:26.289575
